relative_path,group,row_number,pair_key,ko_preview,en_preview,ko_codepoints,en_codepoints,ko_utf8_bytes,en_utf8_bytes,대분류,소분류,상황,발화자,자동분류1,자동분류2,자동분류3,언론사,키워드,지자체
1_구어체(1).xlsx,구어체,6413,6412,Mos Wanted Crew는 캘리포니아 로스앤젤레스에서 온 댄스 크루입니다.,"The Most Wanted Crew is a famous dance crew from Los Angeles, California.",43,73,87,73,,,,,,,,,,
1_구어체(1).xlsx,구어체,6545,6544,Orzack박사는 연구를 위해 수집된 자료가 사상 최대규모라고 자랑했습니다.,Dr.Orzack proudly announced that it is the biggest ever collected data for this research.,42,89,98,89,,,,,,,,,,
1_구어체(1).xlsx,구어체,6580,6579,"Paul Khor 씨를 통해 들은 얘기에 의하면, 한화로도 송금할 수 있습니다고 들었는데, 확인 부탁드립니다.","According to Paul Khor, I heard that you can send money to Hanwha, so please confirm.",61,85,135,85,,,,,,,,,,
1_구어체(1).xlsx,구어체,6818,6817,SD Gene 헤드는 Iplehouse EID 나 SID 몸체에 잘 어울립니다.,SD Gene head fits well to Iplehouse EID or SID bodies.,44,54,70,54,,,,,,,,,,
1_구어체(1).xlsx,구어체,6831,6830,send grid에서 발송 메일 수를 250만 건 초과해서 사용하고 싶은데요.,I want to send more than 2.5 million e-mails at Sendgrid.,43,57,87,57,,,,,,,,,,
1_구어체(1).xlsx,구어체,6929,6928,SOP에 조직별 R&R을 기재하고 직업 및 직무를 가능한 한 상세하게 작성하는지?,Should I write the R&R per teams and job&duty in the SOP as detailed as possible?,45,81,101,81,,,,,,,,,,
1_구어체(1).xlsx,구어체,7070,7069,TV나 영화에서 말을 타고 넓은 초원을 달리는 모습을 본 적 있을 거야.,You would have seen a scene of riding a horse across the wide meadow in TV or movie.,40,84,92,84,,,,,,,,,,
1_구어체(1).xlsx,구어체,7223,7222,Wotan이 Brunnhilde을 바라보며 노래하는 모습은 Libretto에 나와있는대로 비슷해요.,The scenery of Wotan singing as he looks at Brunnhilde is similar just as shown in Libretto.,55,92,103,92,,,,,,,,,,
1_구어체(1).xlsx,구어체,7289,7288,ZARA보다 부족한 인지도를 높이기 위해 사회적인 캠페인을 벌이는 것 또한 중요합니다.,It is also important to start social campaigns to raise low recognition compared to ZARA.,48,89,114,89,,,,,,,,,,
1_구어체(1).xlsx,구어체,7292,7291,"zip 파일을 압축을 풀고, 유니티 엔진으로 open합니다.",Unzip the zip file and open it with the Unity engine.,33,53,69,53,,,,,,,,,,
1_구어체(1).xlsx,구어체,7335,7334,가격 증가 추세는 계속될 것이에요.,The price will keep increasing.,19,31,47,31,,,,,,,,,,
1_구어체(1).xlsx,구어체,7480,7479,가공공장에 들어가기 전에 생산자에게 1차 구매를 할 수 있다는 얘기를 들었습니다.,I was told that the initial purchase could be possible before going to the processing plant.,45,92,111,92,,,,,,,,,,
1_구어체(1).xlsx,구어체,7533,7532,가까운 시일 내에 추가로 주문할 계획은 없습니다.,I am not planning to make an order anytime soon.,27,48,67,48,,,,,,,,,,
1_구어체(1).xlsx,구어체,7554,7553,가끔 거리를 나서면 온통 행복한 연인들이 보여.,"When I walk out to the streets, I see happy couples everywhere.",26,63,64,63,,,,,,,,,,
1_구어체(1).xlsx,구어체,7583,7582,가끔 당신의 할아버지는 거리에서 부자 친구들을 사귈 수 있습니다.,Sometimes your grandfather can be friends with rich people on the street.,36,73,90,73,,,,,,,,,,
1_구어체(1).xlsx,구어체,7618,7617,가끔 제가 외향적인지 내향적인지에 대해 친구들에게 물으면 가장 친한 친구들조차도 의견이 갈릴 정도입니다.,If I ask my friends whether I am extroverted or introverted even my best friends have different opinions.,58,105,148,105,,,,,,,,,,
1_구어체(1).xlsx,구어체,7739,7738,가능하다면 생일케이크와 축하할 수 있을 만한 용품들을 좀 부탁드리고 싶습니다.,"If possible, I would like to request a birthday cake and birthday celebration items.",43,84,109,84,,,,,,,,,,
1_구어체(1).xlsx,구어체,7848,7847,가능하면 중국 공휴일 이후 바로 진행될 수 있도록 일정 미리 잡아주시기 바랍니다.,"If possible, fix the schedule early so this can be processed right after the Chinese holiday.",45,93,111,93,,,,,,,,,,
1_구어체(1).xlsx,구어체,7891,7890,가능한 업무를 병행하여 진행하였으면 합니다.,We would much love to proceed our work simultaneously.,24,54,62,54,,,,,,,,,,
1_구어체(1).xlsx,구어체,8140,8139,가열된 기름에 물이 들어가면 폭발할 수 있기 때문이야.,Because it can be exploded if water goes into boiled oil.,30,57,74,57,,,,,,,,,,
1_구어체(1).xlsx,구어체,8167,8166,가을 동 건물에 TOILET이라고 크게 벽화도 그려진 화장실이 있어요.,There is a toilet with big murals with the word TOILET in the Autumn building.,39,78,87,78,,,,,,,,,,
1_구어체(1).xlsx,구어체,8240,8239,가이드 얼굴이 마음에 들지 않습니다.,I don't like the guide's face.,20,30,50,30,,,,,,,,,,
1_구어체(1).xlsx,구어체,8291,8290,가장 기본적인 어매니티가 없다는 사실은 매우 놀라운 사실입니다.,It's very surprising that there are no basic amenities.,35,55,89,55,,,,,,,,,,
1_구어체(1).xlsx,구어체,8401,8400,가장 인상 깊은 장면은 Mr.Behrman이 죽고 나서 Sue가 Johnsy에게 상황을 설명해 줄 때이에요.,"The most memorable scene was where after Mr.Behrman’s death, Sue was explaining the whole situation to Johnsy.",60,110,116,112,,,,,,,,,,
1_구어체(1).xlsx,구어체,8421,8420,가장 좋았던 점은 비싸지 않은 가격과 양이 많아 배부르게 먹을 수 있다는 것이다.,The best part was that it was inexpensive and the quantity was good enough to eat full.,45,87,109,87,,,,,,,,,,
1_구어체(1).xlsx,구어체,8601,8600,가족끼리 해변으로 여행을 가서 참 오랜만에 물놀이를 했어요.,My family went to the beach as vacation and enjoyed playing in the water in years.,33,82,83,82,,,,,,,,,,
1_구어체(1).xlsx,구어체,8743,8742,가족이 병원에 있을지도 몰라요.,The family could be in the hospital.,17,36,43,36,,,,,,,,,,
1_구어체(1).xlsx,구어체,8783,8782,가지고 있는 고민이나 스트레스를 해소해 줘.,It makes you relieve stress or dissolve worries.,24,48,60,48,,,,,,,,,,
1_구어체(1).xlsx,구어체,8893,8892,각 이슈에 대해 네가 명확히 하고자 하는 것들은 광진을 통해 충분히 전달될 것이에요.,The things you would like to clear in each issue will be delivered through Kwang-Jin.,47,85,115,85,,,,,,,,,,
1_구어체(1).xlsx,구어체,8955,8954,"각각의 경기에서 남자는 6회, 여자는 5회의 다이빙을 하게 됩니다.","In each game, man will dive 6 times and woman 5 times.",37,54,87,54,,,,,,,,,,
1_구어체(1).xlsx,구어체,8986,8985,각각의 서류에는 사인이 있어야 합니다.,A signature is necessary for each document.,21,43,53,43,,,,,,,,,,
1_구어체(1).xlsx,구어체,9012,9011,각국의 유명한 팝 아티스트들은 거쳐 가는 곳이라고 해요.,Famous pop artists from all over the world go through this place.,31,65,77,65,,,,,,,,,,
1_구어체(1).xlsx,구어체,9060,9059,각종 상황의 24가지 디즈니 캐릭터 이모티콘을 위챗에서 가져다 사용하세요.,Take and use the 24 Disney character emoticons in various situations from WeChat.,41,81,101,81,,,,,,,,,,
1_구어체(1).xlsx,구어체,9122,9121,간단한 문장은 구글을 이용해 번역하세요.,Use Google to translate short sentences.,22,40,56,40,,,,,,,,,,
1_구어체(1).xlsx,구어체,9266,9265,갈등이 늘고 있는 이유는 서로 지켜야 할 예절을 지키지 않았기 때문입니다.,"Conflicts are increasing because people dont observe the proper manner for each other, which they should keep as a matter of course.",41,132,101,132,,,,,,,,,,
1_구어체(1).xlsx,구어체,9666,9665,강남역에서 오금역까지 얼마나 걸리나요?,How long does it take from Gangnam station to Ogum station?,21,59,55,59,,,,,,,,,,
1_구어체(1).xlsx,구어체,9780,9779,강아지를 키우면서 가장 기억에 남았던 일 말해 줄래?,Can you tell me the most impressive moment of raising your dog?,29,63,71,63,,,,,,,,,,
1_구어체(1).xlsx,구어체,9807,9806,강을 건너기 위해 이 세 명은 자기가 가지고 있던 것들을 이용해서 문제를 스스로 해결했어요.,"To cross the river, they solved the problem by using whatever they had.",51,71,125,71,,,,,,,,,,
1_구어체(1).xlsx,구어체,9917,9916,같은 방향이면 제 차로 함께 갈까요?,"If you take the same route, would you come with me?",20,51,48,51,,,,,,,,,,
1_구어체(1).xlsx,구어체,10036,10035,개들은 인간을 그들의 가족으로서 인식합니다.,Dogs see humans as part of their families.,24,42,62,42,,,,,,,,,,
1_구어체(1).xlsx,구어체,10046,10045,개미는 무리지어 다니는 동물의 좋은 예입니다.,Ants a good example of such bandying animals.,25,45,63,45,,,,,,,,,,
1_구어체(1).xlsx,구어체,10072,10071,"개발자 중 한 명은 클라이언트를, 다른 한 명은 서버를 맡고 있어.","One of the developers is handling a client, and another one is handling a server.",37,81,87,81,,,,,,,,,,
1_구어체(1).xlsx,구어체,10138,10137,"개인사업을 하려고 시도했지만, 관세가 너무 높아 나는 포기했고 이제 취직을 하려고 합니다.","I tried my own business, but gave up due to high tariff, and now I'm looking for a job.",50,87,124,87,,,,,,,,,,
1_구어체(1).xlsx,구어체,10481,10480,거기에 버터와 메이플시럽을 뿌려요?,Do I put butter and maple syrup on it?,19,38,49,38,,,,,,,,,,
1_구어체(1).xlsx,구어체,10628,10627,거름 냄새가 날 때도 있지만 그것 또한 자연의 냄새라고 생각한다면 나름 좋습니다.,"Sometimes students can smell manure, but it is quite good if they think that is also a smell of nature.",45,103,111,103,,,,,,,,,,
1_구어체(1).xlsx,구어체,10654,10653,거북이를 등에 태운 악어가 성큼성큼 발걸음을 떼었어요.,The crocodile riding the turtle on the back stepped forward.,30,60,76,60,,,,,,,,,,
1_구어체(1).xlsx,구어체,10683,10682,거위를 좁은 철장에 가둔 다음 거위의 목에 깔때기가 박힌 튜브를 끼워 먹이를 강제로 밀어 넣습니다.,Detain a goose behind narrow bars and then push prey into its throat through a tube on the mouth by force.,55,106,135,106,,,,,,,,,,
1_구어체(1).xlsx,구어체,10969,10968,"걸레가 깨끗한지 아닌지도 알 수 없고, 얼마나 자주 청소되고 있는지도 저희가 알 수 없습니다.",We don't know if the rag is clean or how often it is cleaned.,52,61,126,61,,,,,,,,,,
1_구어체(1).xlsx,구어체,11044,11043,검은 레이스와 매치되어 관능적인 분위기를 연출할 수 있는 란제리룩입니다.,"Its a lingerie look that pushes a strong atmosphere, matching with black laces.",40,79,102,79,,,,,,,,,,
1_구어체(1).xlsx,구어체,11082,11081,검찰이 그것에 대해 수사하고 있나요?,Is the prosecution detecting that?,20,34,50,34,,,,,,,,,,
1_구어체(1).xlsx,구어체,11434,11433,겨울이 찾아오니깐 아마 따뜻한 커피를 찾을 것 같아요.,I may start looking for warm coffee because winter is coming.,30,61,74,61,,,,,,,,,,
1_구어체(1).xlsx,구어체,11648,11647,"결국, 그는 좋을 때만 친구였습니다.","After all, he was just a fair-weather friend.",20,45,48,45,,,,,,,,,,
1_구어체(1).xlsx,구어체,11758,11757,결정하시면 알려주십시오.,Let me know when you've decided.,13,32,35,32,,,,,,,,,,
1_구어체(1).xlsx,구어체,11942,11941,경기 포기 여부와 시기는 심판이 판단하는 것입니다.,The referee decides whether and when to give up the game.,28,57,70,57,,,,,,,,,,
1_구어체(1).xlsx,구어체,12015,12014,경기장은 또한 해상 전투를 재현하거나 고전극을 상영하는 무대로도 사용됐어.,It was also used as a stage which reenacted naval combats or showed classical dramas.,41,85,105,85,,,,,,,,,,
1_구어체(1).xlsx,구어체,12072,12071,경영자의 잘못된 판단이나 성급한 결론으로 회사 전체가 어려운 상황으로 갈 수도 있게 됩니다.,An executive's wrong decision or hasty conclusion may put company in a big trouble.,51,83,127,83,,,,,,,,,,
1_구어체(1).xlsx,구어체,12538,12537,계획은 인간이 하고 성패는 하늘이 다룹니다.,Man proposes and God disposes.,24,30,60,30,,,,,,,,,,
1_구어체(1).xlsx,구어체,12544,12543,고 퀄리티의 포도재배에는 많은 정성이 필요하다.,Cultivating fine grapes requires a lot of effort.,26,49,66,49,,,,,,,,,,
1_구어체(1).xlsx,구어체,12564,12563,고객 맞춤형 솔루션을 제공하여 고객 만족 향상에 기여하겠습니다.,I'll provide a customer-friendly solution then make an improvement for customer satisfaction.,35,93,89,93,,,,,,,,,,
1_구어체(1).xlsx,구어체,12651,12650,"고객님에게 청구될 금액은 총 22,340엔입니다.","You will be charged in the sum of 22,340 yen.",27,45,59,45,,,,,,,,,,
1_구어체(1).xlsx,구어체,12773,12772,고객센터로 문의하시면 신속하게 도와드립니다.,Customer support will assist you in no time.,24,44,64,44,,,,,,,,,,
1_구어체(1).xlsx,구어체,12774,12773,고객센터에 확인해 보도록 하겠습니다.,I will check with the customer service center.,20,46,52,46,,,,,,,,,,
1_구어체(1).xlsx,구어체,13056,13055,고대 형벌들을 보면 고통스럽고 잔인한 형벌이 많다.,There are many painful and cruel punishments used back in the ancient days.,28,75,70,75,,,,,,,,,,
1_구어체(1).xlsx,구어체,13143,13142,고등학교에 입학했지만 저는 꿈이 없었습니다.,I entered a high school but I had no dream.,24,43,62,43,,,,,,,,,,
1_구어체(1).xlsx,구어체,13368,13367,고전적 자유주의는 극 자유주의의 성격을 띠는 자유주의의 초기 모습이에요.,Classic liberalism is the early stage of liberalism that has the attributes of extreme liberalism.,40,98,102,98,,,,,,,,,,
1_구어체(1).xlsx,구어체,13385,13384,고쳐주러 왔을 뿐인데 오히려 내가 치료되어 갑니다.,"I'm here to heal you, but I am healed.",28,38,70,38,,,,,,,,,,
1_구어체(1).xlsx,구어체,13456,13455,곧 UAE 친구가 한국에 오는데 알려주고 싶어.,My friend from UAE is coming to Korea soon and I want to let him know about it.,26,79,58,79,,,,,,,,,,
1_구어체(1).xlsx,구어체,13524,13523,골곤에서 같이 근무했던 분들은 대부분 TCO 프로젝트에 근무하고 있는거로 알고 있습니다.,I know that most of the people whom we have worked with in Gorgon are working for TCO Project.,49,94,119,94,,,,,,,,,,
1_구어체(1).xlsx,구어체,13773,13772,공부만 하고 놀지 않으면 바보가 될 거야.,You will become a fool if you only study and not play.,23,54,55,54,,,,,,,,,,
1_구어체(1).xlsx,구어체,13805,13804,공부하지 않았던 지난 생활에 대해 많은 후회를 하고 있습니다.,I'm regretting a lot about past life when I didn't study.,34,57,84,57,,,,,,,,,,
1_구어체(1).xlsx,구어체,13825,13824,"공사가 끝날 무렵, 우리는 사무실에서 사용할 다양한 상품들을 사야 했습니다.","By the time the construction was done, we needed to buy various commodities to be used in the office.",42,101,104,101,,,,,,,,,,
1_구어체(1).xlsx,구어체,13857,13856,공식통계에 잡히지 않는 청년 무직자를 포함하면 청년 실업자는 100만 명에 달할 것이라고 정부는 추산하고 있습니다.,The government estimates that the number of unemployed people will reach 1 million if they include unemployed young people who are not included in official stat,64,167,156,167,,,,,,,,,,
1_구어체(1).xlsx,구어체,13859,13858,공에 기대려고 노력해보세요.,Try to lean over the ball.,15,26,39,26,,,,,,,,,,
1_구어체(1).xlsx,구어체,13909,13908,공원에서 개와 함께 산책 나온 할머니를 만났어요.,"Out on a walk with my dog at the park, I met my grandmother.",27,60,67,60,,,,,,,,,,
1_구어체(1).xlsx,구어체,13961,13960,공장 제품의 가격은 얼마인가요?,What is the price of the factory product?,17,41,43,41,,,,,,,,,,
